cd_cnpj,nu_ordem,fl_matriz,dt_abertura,nm_razao_social,cd_natureza_juridica,de_natureza_juridica
16509232000100,1,1,7/17/2012,TATIANE LUCIA GONCALVES MEI,2135,EMPRESARIO INDIVIDUAL
16509232000100,0,1,7/17/2012,TATIANE LUCIA GONCALVES MEI,2135,EMPRESARIO INDIVIDUAL
16509232000100,2,1,7/17/2012,TATIANE LUCIA GONCALVES MEI,2135,EMPRESARIO INDIVIDUAL
15845134000180,0,1,2/24/1987,PEDRO CAMILO DE FREITAS ME,2135,EMPRESARIO INDIVIDUAL
15674317000180,1,1,5/25/2012,J F A SERVICOS TECNICOS E GESTAO DE OBRAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15674317000180,2,1,5/25/2012,J F A SERVICOS TECNICOS E GESTAO DE OBRAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15674317000180,0,1,5/25/2012,J F A SERVICOS TECNICOS E GESTAO DE OBRAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15674317000180,3,1,5/25/2012,J F A SERVICOS TECNICOS E GESTAO DE OBRAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
46044053002400,0,0,3/16/2006,NORTEL SUPRIMENTOS INDUSTRIAIS SA,2054,SOCIEDADE ANONIMA FECHADA
91988113000100,0,1,12/30/1987,JORGE LANCHMANN,4014,EMPRESA INDIVIDUAL IMOBILIARIA
00655776000140,0,1,6/7/1995,RENATO CARLOS GONCALVES LAGE ME,2135,EMPRESARIO INDIVIDUAL
58462714000100,0,1,12/28/1987,APARECIDO TARLEY PEREIRA ME,2135,EMPRESARIO INDIVIDUAL
13094373000110,1,1,1/11/2011,MARIA DE LOURDES LIMA DA SILVA,2135,EMPRESARIO INDIVIDUAL
13094373000110,0,1,1/11/2011,MARIA DE LOURDES LIMA DA SILVA,2135,EMPRESARIO INDIVIDUAL
15212688000140,0,1,3/16/2012,CLEIDE MARIA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
15209751000190,1,1,3/16/2012,PATRICIA DA SILVA VAZ MEI,2135,EMPRESARIO INDIVIDUAL
15209751000190,0,1,3/16/2012,PATRICIA DA SILVA VAZ MEI,2135,EMPRESARIO INDIVIDUAL
06235141000170,0,1,5/10/2004,BERMUDES & BERMUDES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
04412342000170,0,1,5/7/1971,R B ALMEIDA EPP,2135,EMPRESARIO INDIVIDUAL
11291065000150,1,1,2/25/1994,FUNDO MUNICIPAL DE SAUDE DE AURILANDIA,1201,FUNDO PUBLICO
11291065000150,0,1,2/25/1994,FUNDO MUNICIPAL DE SAUDE DE AURILANDIA,1201,FUNDO PUBLICO
04766472000100,3,1,11/5/2001,PRADO & PAULA ENGENHARIA E CONSTRUCOES EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
04766472000100,2,1,11/5/2001,PRADO & PAULA ENGENHARIA E CONSTRUCOES EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
04766472000100,4,1,11/5/2001,PRADO & PAULA ENGENHARIA E CONSTRUCOES EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
04766472000100,1,1,11/5/2001,PRADO & PAULA ENGENHARIA E CONSTRUCOES EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
04766472000100,0,1,11/5/2001,PRADO & PAULA ENGENHARIA E CONSTRUCOES EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08199996000460,1,0,5/15/2012,JBS AVES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08199996000460,0,0,5/15/2012,JBS AVES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
11076940000180,0,1,8/4/1986,REFRIMONTE REFRIGERACAO MONTESE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
04080754000150,0,1,9/27/2000,SANDRA MARIA PEREIRA SILVA RACOES & CIA ME,2135,EMPRESARIO INDIVIDUAL
15688144000150,0,1,9/27/2011,COMISSAO PROVISORIA DO PARTIDO DOS TRABALHADORES DE JOAQUIM FELICIO PT DE JOAQUIM FELICIO,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO
14975436000100,0,1,2/1/2012,LAUDELINO DE OLIVEIRA MEI,2135,EMPRESARIO INDIVIDUAL
00263968000100,0,1,10/25/1994,BELLA & CASIMIRO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
04466841000140,0,1,5/25/2001,MAKIE HATSUTA ME,2135,EMPRESARIO INDIVIDUAL
03426398000110,0,1,9/21/1999,MARIA DAS GRACAS SILVA LEITE ME,2135,EMPRESARIO INDIVIDUAL
05155203000170,2,1,7/9/2002,CKL EMPREENDIMENTOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
05155203000170,1,1,7/9/2002,CKL EMPREENDIMENTOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
05155203000170,0,1,7/9/2002,CKL EMPREENDIMENTOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
05155203000170,3,1,7/9/2002,CKL EMPREENDIMENTOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
00409178000190,,1,1/23/1995,HELLO BABY MODA INFANTIL LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
00595778000190,,1,5/5/1995,C V C CONSIGNACAO E COMERCIO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
01942414000100,,1,6/19/1997,J C SEGURANCA E SERVICOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
91734905000140,,1,12/1/1987,AURIONE CASTILHOS & CIA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
49989569000110,,1,6/29/1979,JORGE ANTONIO ROSA,2135,EMPRESARIO INDIVIDUAL
56903404000140,,1,1/13/1987,LAURA DE OLIVEIRA E SILVA,2135,EMPRESARIO INDIVIDUAL
00644493000100,,1,6/1/1995,REPAINT DO PARANA COM E REP DE TINTAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08419644000120,,1,8/30/2006,TORRE FORTE DE CAJURU SEGURANCA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
05596947000120,,1,4/10/2003,ADAILTON NETO SILVA ME,2135,EMPRESARIO INDIVIDUAL
01863881000560,3,0,2/7/2012,DISTRICOMP DISTRIBUIDORA DE INFORMATICA LTDA EM RECUPERACAO JUDICIAL,2062,SOCIEDADE EMPRESARIA LIMITADA
01863881000560,1,0,2/7/2012,DISTRICOMP DISTRIBUIDORA DE INFORMATICA LTDA EM RECUPERACAO JUDICIAL,2062,SOCIEDADE EMPRESARIA LIMITADA
01863881000560,0,0,2/7/2012,DISTRICOMP DISTRIBUIDORA DE INFORMATICA LTDA EM RECUPERACAO JUDICIAL,2062,SOCIEDADE EMPRESARIA LIMITADA
01863881000560,2,0,2/7/2012,DISTRICOMP DISTRIBUIDORA DE INFORMATICA LTDA EM RECUPERACAO JUDICIAL,2062,SOCIEDADE EMPRESARIA LIMITADA
04090279000100,,1,9/29/2000,TADEU B GENARI ALVES ME,2135,EMPRESARIO INDIVIDUAL
03045928000180,,1,1/14/1999,RENASCENCA SA PARTICIPACOES E INVESTIMENTOS,2054,SOCIEDADE ANONIMA FECHADA
02976573000180,,1,11/16/1998,CANTAREIRA SERRALHERIA COMERCIO E MONTAGEM DE LUMINOSOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
97533886000170,0,1,7/12/2011,JOSE FELIPE SILVA DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL
03038822000150,,1,3/15/1999,CRISPAULO COMERCIO DE ROUPAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
79344362000150,0,1,6/17/1986,CONFECCOES MAC BRENDLER LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
79344362000150,1,1,6/17/1986,CONFECCOES MAC BRENDLER LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
79344362000150,3,1,6/17/1986,CONFECCOES MAC BRENDLER LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
79344362000150,2,1,6/17/1986,CONFECCOES MAC BRENDLER LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10799551000110,0,1,5/5/2009,ANGELITA PINTO ME,2135,EMPRESARIO INDIVIDUAL
10799551000110,2,1,5/5/2009,ANGELITA PINTO ME,2135,EMPRESARIO INDIVIDUAL
10799551000110,1,1,5/5/2009,ANGELITA PINTO ME,2135,EMPRESARIO INDIVIDUAL
15285326000180,0,1,3/29/2012,GENIVAL JOAO DE SOUZA ME,2135,EMPRESARIO INDIVIDUAL
15285326000180,1,1,3/29/2012,GENIVAL JOAO DE SOUZA ME,2135,EMPRESARIO INDIVIDUAL
15285326000180,2,1,3/29/2012,GENIVAL JOAO DE SOUZA ME,2135,EMPRESARIO INDIVIDUAL
06224480000150,1,1,4/17/2004,E A SOUSA CORRETAGEM,2135,EMPRESARIO INDIVIDUAL
06224480000150,0,1,4/17/2004,E A SOUSA CORRETAGEM,2135,EMPRESARIO INDIVIDUAL
06224335000170,1,1,4/8/2004,VOLPE SERVICOS DE DESENVOLVIMENTO PROFISSIONAL E GERENCIAL LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
06224335000170,2,1,4/8/2004,VOLPE SERVICOS DE DESENVOLVIMENTO PROFISSIONAL E GERENCIAL LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
06224335000170,0,1,4/8/2004,VOLPE SERVICOS DE DESENVOLVIMENTO PROFISSIONAL E GERENCIAL LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
02283758000100,4,1,11/25/1997,DEPOSITO DE AREIA NOVA PRATA EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
02283758000100,0,1,11/25/1997,DEPOSITO DE AREIA NOVA PRATA EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
02283758000100,2,1,11/25/1997,DEPOSITO DE AREIA NOVA PRATA EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
02283758000100,3,1,11/25/1997,DEPOSITO DE AREIA NOVA PRATA EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
02283758000100,1,1,11/25/1997,DEPOSITO DE AREIA NOVA PRATA EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
05972661000100,3,1,11/6/2003,V M CARNEIRO TRANSPORTE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
05972661000100,0,1,11/6/2003,V M CARNEIRO TRANSPORTE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
05972661000100,2,1,11/6/2003,V M CARNEIRO TRANSPORTE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
05972661000100,1,1,11/6/2003,V M CARNEIRO TRANSPORTE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
06121584000130,1,1,2/17/2004,CONSELHO DA CRECHE COMUNITARIA CANTINHO DA IMAGINACAO,3999,ASSOCIACAO PRIVADA
06121584000130,0,1,2/17/2004,CONSELHO DA CRECHE COMUNITARIA CANTINHO DA IMAGINACAO,3999,ASSOCIACAO PRIVADA
06121584000130,2,1,2/17/2004,CONSELHO DA CRECHE COMUNITARIA CANTINHO DA IMAGINACAO,3999,ASSOCIACAO PRIVADA
02117243000130,0,1,9/16/1997,ALDECI SOUZA DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
16618320000140,1,1,8/1/2012,MARIA DA CONSOLACAO DE SOUZA MEI,2135,EMPRESARIO INDIVIDUAL
16618320000140,0,1,8/1/2012,MARIA DA CONSOLACAO DE SOUZA MEI,2135,EMPRESARIO INDIVIDUAL
02564927000180,0,1,5/7/1998,CONDOMINIO DO EDIFICIO PORTO DAS ROCHAS,3085,CONDOMINIO EDILICIO
54823703000220,0,0,7/24/1986,DICOMA DISTR E COM DE MATERIAIS DE CONSTRUCAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
07301916000120,0,1,3/15/2005,ASSOCIACAO COMUNITARIA DO POVOADO PROGRESSO II,3999,ASSOCIACAO PRIVADA
07301916000120,2,1,3/15/2005,ASSOCIACAO COMUNITARIA DO POVOADO PROGRESSO II,3999,ASSOCIACAO PRIVADA
07301916000120,1,1,3/15/2005,ASSOCIACAO COMUNITARIA DO POVOADO PROGRESSO II,3999,ASSOCIACAO PRIVADA
05969202000160,3,1,11/3/2003,EUSEBIO DONIZETE FERNANDES ME,2135,EMPRESARIO INDIVIDUAL
05969202000160,2,1,11/3/2003,EUSEBIO DONIZETE FERNANDES ME,2135,EMPRESARIO INDIVIDUAL
05969202000160,1,1,11/3/2003,EUSEBIO DONIZETE FERNANDES ME,2135,EMPRESARIO INDIVIDUAL
05969202000160,0,1,11/3/2003,EUSEBIO DONIZETE FERNANDES ME,2135,EMPRESARIO INDIVIDUAL
00941253000160,0,1,11/27/1995,CEDAC CENTRO DE EST PARA DIAG EM ANAT PAT E CITOL LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
06319814000170,0,1,5/21/2004,ANA GONCALVES DA SILVA ME,2135,EMPRESARIO INDIVIDUAL
26931204000130,0,1,3/6/1991,COLEMAR PEREIRA DE OLIVEIRA ME,2135,EMPRESARIO INDIVIDUAL
12977413000100,1,1,12/7/2010,A M DE RESENDE JUNIOR ME,2135,EMPRESARIO INDIVIDUAL
12977413000100,0,1,12/7/2010,A M DE RESENDE JUNIOR ME,2135,EMPRESARIO INDIVIDUAL
12977413000100,3,1,12/7/2010,A M DE RESENDE JUNIOR ME,2135,EMPRESARIO INDIVIDUAL
12977413000100,2,1,12/7/2010,A M DE RESENDE JUNIOR ME,2135,EMPRESARIO INDIVIDUAL
12977413000100,4,1,12/7/2010,A M DE RESENDE JUNIOR ME,2135,EMPRESARIO INDIVIDUAL
82566472000170,1,1,6/14/1991,ROBSOM VITORIO VIECILI ME,2135,EMPRESARIO INDIVIDUAL
82566472000170,0,1,6/14/1991,ROBSOM VITORIO VIECILI ME,2135,EMPRESARIO INDIVIDUAL
05145887000120,0,1,6/24/2002,SOCIEDADE EDUCACIONAL INDEPENDENCIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
11038038000170,1,1,7/22/2009,ELIEL V DE SALES E CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
11038038000170,0,1,7/22/2009,ELIEL V DE SALES E CIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
07429818001650,0,0,4/4/2008,ACTUM INDUSTRIA E COMERCIO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
15815575000130,0,1,9/2/2011,COMISSAO PROVISORIA PARTIDO POPULAR SOCIALISTA PPS,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO
15808857000100,2,1,6/20/2012,CONSTRUTOP CONSTRUCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15808857000100,1,1,6/20/2012,CONSTRUTOP CONSTRUCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15808857000100,0,1,6/20/2012,CONSTRUTOP CONSTRUCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
15808857000100,3,1,6/20/2012,CONSTRUTOP CONSTRUCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
54982475000150,0,1,9/28/1985,ANTONIO ARCANJO LOPES ME,2135,EMPRESARIO INDIVIDUAL
12756685000180,1,1,10/26/2010,NILZA DA SILVA NOGUEIRA MEI,2135,EMPRESARIO INDIVIDUAL
12756685000180,0,1,10/26/2010,NILZA DA SILVA NOGUEIRA MEI,2135,EMPRESARIO INDIVIDUAL
11550942000160,0,1,2/11/2010,MARUZAN DIAS BRAGA MEI,2135,EMPRESARIO INDIVIDUAL
08658293000100,0,1,2/14/2007,GIVERNY COMERCIO DE CONFECCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
05391523000120,0,1,11/7/2002,REISIMAR C DE OLIVEIRA ME,2135,EMPRESARIO INDIVIDUAL
05391523000120,4,1,11/7/2002,REISIMAR C DE OLIVEIRA ME,2135,EMPRESARIO INDIVIDUAL
05391523000120,1,1,11/7/2002,REISIMAR C DE OLIVEIRA ME,2135,EMPRESARIO INDIVIDUAL
05391523000120,3,1,11/7/2002,REISIMAR C DE OLIVEIRA ME,2135,EMPRESARIO INDIVIDUAL
05391523000120,2,1,11/7/2002,REISIMAR C DE OLIVEIRA ME,2135,EMPRESARIO INDIVIDUAL
12680086000120,0,1,9/11/2009,UNIDADE EXECUTORA MENINO JESUS,3999,ASSOCIACAO PRIVADA
26988733000170,0,1,4/10/1991,CONDOMINIO DO BLOCO I DA SQS 306,3085,CONDOMINIO EDILICIO
08593661000180,0,1,1/16/2007,SERVOS SERVICOS AUXILIARES PARA LABORATORIOS LTDA ME,2240,SOCIEDADE SIMPLES LIMITADA
10739664000120,1,1,3/31/2009,AUM ALIMENTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10739664000120,0,1,3/31/2009,AUM ALIMENTOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
02167584000110,1,1,10/10/1997,JKM COMERCIO E REPRESENTACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
02167584000110,0,1,10/10/1997,JKM COMERCIO E REPRESENTACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
12418891000180,0,1,8/20/2010,DESPACHANTE STTIIRMER LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
07695186000190,0,1,11/16/2005,INACIO VIRGINIO NEVES DE BARROS ME,2135,EMPRESARIO INDIVIDUAL
13391975000130,2,1,3/21/2011,GILSON SANTANA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
13391975000130,1,1,3/21/2011,GILSON SANTANA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
13391975000130,0,1,3/21/2011,GILSON SANTANA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL
06067045000160,,1,10/7/1980,CIPRIANO & FERREIRA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
11381238000120,2,1,12/8/2009,ANTONIO ROBERTO DOMINGOS CONSTRUCAO EPP,2135,EMPRESARIO INDIVIDUAL
11381238000120,1,1,12/8/2009,ANTONIO ROBERTO DOMINGOS CONSTRUCAO EPP,2135,EMPRESARIO INDIVIDUAL
11381238000120,0,1,12/8/2009,ANTONIO ROBERTO DOMINGOS CONSTRUCAO EPP,2135,EMPRESARIO INDIVIDUAL
05211711000200,0,0,9/24/2004,MIBEANA CARGAS EXPRESS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
89948046000140,0,1,1/26/1984,PASTELARIA PRACA PAROBE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
03076578000110,0,1,4/7/1999,MARGARIDA CLAUDETE RAFAGNIN MEI,2135,EMPRESARIO INDIVIDUAL
15129968000190,0,1,9/24/1970,EMPRESA BRASILEIRA DE TERRAPLANAGEM LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
15129968000190,1,1,9/24/1970,EMPRESA BRASILEIRA DE TERRAPLANAGEM LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
02655749000100,0,1,7/30/1998,JOSIAS MARCO MARTINS SIGUEIRA ME,2135,EMPRESARIO INDIVIDUAL
02627210000130,0,1,7/14/1998,ACOUGUE SAO CARLOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
02084482000130,0,1,9/1/1997,ODINEIA SUSANA RADAELLI ME,2135,EMPRESARIO INDIVIDUAL
52880507000180,1,1,8/24/1983,AUTO POSTO CAZZONATTO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
52880507000180,0,1,8/24/1983,AUTO POSTO CAZZONATTO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
01962137000190,2,1,7/10/1997,IVONETE AMARAL DE MEDEIROS EMPREITEIRA ME,2135,EMPRESARIO INDIVIDUAL
01962137000190,1,1,7/10/1997,IVONETE AMARAL DE MEDEIROS EMPREITEIRA ME,2135,EMPRESARIO INDIVIDUAL
01962137000190,0,1,7/10/1997,IVONETE AMARAL DE MEDEIROS EMPREITEIRA ME,2135,EMPRESARIO INDIVIDUAL
01962137000190,3,1,7/10/1997,IVONETE AMARAL DE MEDEIROS EMPREITEIRA ME,2135,EMPRESARIO INDIVIDUAL
01962137000190,4,1,7/10/1997,IVONETE AMARAL DE MEDEIROS EMPREITEIRA ME,2135,EMPRESARIO INDIVIDUAL
03004658000160,0,1,3/3/1999,ATLANTA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
12972234000180,0,1,12/7/2010,PRIME TRAINING LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
06204835000140,0,1,3/8/2004,ESCOLINHA ESPORTE CLUBE TRANSBATISTA,3999,ASSOCIACAO PRIVADA
06204835000140,1,1,3/8/2004,ESCOLINHA ESPORTE CLUBE TRANSBATISTA,3999,ASSOCIACAO PRIVADA
06204835000140,2,1,3/8/2004,ESCOLINHA ESPORTE CLUBE TRANSBATISTA,3999,ASSOCIACAO PRIVADA
62603030000140,1,1,4/5/1990,CHENG IMPORTACAO E EXPORTACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
62603030000140,0,1,4/5/1990,CHENG IMPORTACAO E EXPORTACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
62603030000140,2,1,4/5/1990,CHENG IMPORTACAO E EXPORTACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA
10430284000100,2,1,10/10/2008,SELMAR LOIVO REICHERT EPP,2135,EMPRESARIO INDIVIDUAL
10430284000100,0,1,10/10/2008,SELMAR LOIVO REICHERT EPP,2135,EMPRESARIO INDIVIDUAL
10430284000100,3,1,10/10/2008,SELMAR LOIVO REICHERT EPP,2135,EMPRESARIO INDIVIDUAL
10430284000100,1,1,10/10/2008,SELMAR LOIVO REICHERT EPP,2135,EMPRESARIO INDIVIDUAL
06710883000100,0,1,11/25/1980,GRUPO TEATRO DE BONECO FANTOCHITO,3999,ASSOCIACAO PRIVADA
08910631000150,0,1,6/27/2007,JOSE GIL ROMERO,4120,PRODUTOR RURAL PESSOA FISICA
09193526000100,,1,10/18/2007,DINAIR GUIMARAES PINTO MAIA ME,2135,EMPRESARIO INDIVIDUAL
50268374000160,,1,9/28/1978,COMERCIO DE ROUPAS BLUES JEANS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
01851669000150,,1,5/19/1997,FRANCISCO CARLOS SANTOS SILVA,2135,EMPRESARIO INDIVIDUAL
04639209000150,,1,5/6/1980,DANIEL BATISTA DE FREITAS,2135,EMPRESARIO INDIVIDUAL
10094243000190,,1,7/9/2008,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PSDC,3999,ASSOCIACAO PRIVADA
02936578000180,,1,1/5/1999,VALDIVINO BERNARDINO RAMOS ME,2135,EMPRESARIO INDIVIDUAL
06344398000160,,1,6/7/2004,ANTONIO VANDERLEI LIMA & CIA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
02410663000100,,1,2/27/1998,DORACI MARQUES DA SILVA REGASSINI ME,2135,EMPRESARIO INDIVIDUAL
01948804000180,,1,5/9/1997,BELL CONTABILIDADE E ADMINISTRACAO DE PESSOAL LTDA SC,2240,SOCIEDADE SIMPLES LIMITADA
57498412000110,,1,8/26/1966,FREIOS GOTS AUTO PARTES SA,2054,SOCIEDADE ANONIMA FECHADA
35903814000110,,1,11/7/1989,SAGRES TRADING SA,2054,SOCIEDADE ANONIMA FECHADA
04104324000120,,1,9/22/2000,A D PAIXAO FERREIRA ME,2135,EMPRESARIO INDIVIDUAL
80036445000160,,1,5/12/1987,SUPERMERCADO FRANCISCHINI LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
05666553000100,0,1,5/27/2003,R E GONCALVES REPRESENTACOES ME,2135,EMPRESARIO INDIVIDUAL
81033524000180,,1,9/20/1988,ACIOMAR CONSTRUCOES LTDA SC,2240,SOCIEDADE SIMPLES LIMITADA
73600231000100,,1,10/29/1993,M V DE ALMEIDA ME,2135,EMPRESARIO INDIVIDUAL
15721130000190,0,1,6/18/2012,DARIO MACHACA PACHURI MEI,2135,EMPRESARIO INDIVIDUAL
05871103000140,0,1,9/12/2003,PAULO J R SANTOS ME,2135,EMPRESARIO INDIVIDUAL
15409779000170,1,1,4/23/2012,F K VARIEDADES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
15409779000170,0,1,4/23/2012,F K VARIEDADES LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
10983015000170,0,1,7/17/2009,SILVIO TEIXEIRA HERLEIN ME,2135,EMPRESARIO INDIVIDUAL
14774832000170,0,1,10/25/2011,COMUNIDADE EVANGELICA ALTAR DA PROMESSA,3220,ORGANIZACAO RELIGIOSA
09100691000170,0,1,9/18/2007,FIDELIZAR ASSESSORIA LTDA ME,2240,SOCIEDADE SIMPLES LIMITADA
14315898000100,1,1,9/1/2011,ACROSSEAS IMPORTS NEGOCIOS INTERNACIONAIS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
14315898000100,0,1,9/1/2011,ACROSSEAS IMPORTS NEGOCIOS INTERNACIONAIS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
14315898000100,4,1,9/1/2011,ACROSSEAS IMPORTS NEGOCIOS INTERNACIONAIS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
14315898000100,2,1,9/1/2011,ACROSSEAS IMPORTS NEGOCIOS INTERNACIONAIS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
14315898000100,3,1,9/1/2011,ACROSSEAS IMPORTS NEGOCIOS INTERNACIONAIS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
08999318000130,0,1,8/8/2007,HOFFEN COMERCIO DE ROUPAS E ACESSORIOS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
00798373000150,1,1,9/8/1995,MEGA VEICULOS DE TAIOBEIRAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
00798373000150,3,1,9/8/1995,MEGA VEICULOS DE TAIOBEIRAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
00798373000150,2,1,9/8/1995,MEGA VEICULOS DE TAIOBEIRAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
00798373000150,0,1,9/8/1995,MEGA VEICULOS DE TAIOBEIRAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
00798373000150,4,1,9/8/1995,MEGA VEICULOS DE TAIOBEIRAS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA
11042581000140,2,1,8/11/2009,M O DE MORAES ME,2135,EMPRESARIO INDIVIDUAL
11042581000140,1,1,8/11/2009,M O DE MORAES ME,2135,EMPRESARIO INDIVIDUAL
11042581000140,0,1,8/11/2009,M O DE MORAES ME,2135,EMPRESARIO INDIVIDUAL
09606992000170,0,1,6/9/2008,SEVERINA RAMOS DA SILVA GOMES ME,2135,EMPRESARIO INDIVIDUAL
09606992000170,2,1,6/9/2008,SEVERINA RAMOS DA SILVA GOMES ME,2135,EMPRESARIO INDIVIDUAL
09606992000170,3,1,6/9/2008,SEVERINA RAMOS DA SILVA GOMES ME,2135,EMPRESARIO INDIVIDUAL
09606992000170,1,1,6/9/2008,SEVERINA RAMOS DA SILVA GOMES ME,2135,EMPRESARIO INDIVIDUAL
09606992000170,4,1,6/9/2008,SEVERINA RAMOS DA SILVA GOMES ME,2135,EMPRESARIO INDIVIDUAL
