cd_cnpj,de_saude_tributaria,de_nivel_atividade,de_situacao,de_classif_natureza_juridica
04487897000180,AZUL,MEDIA,ATIVA,PRIVADO
09542244000170,,INATIVA,BAIXADA,PRIVADO
07039979000150,LARANJA,MEDIA,ATIVA,PRIVADO
01481718000100,AZUL,MEDIA,ATIVA,PRIVADO
03312146000160,AZUL,MEDIA,ATIVA,PRIVADO
01719912000180,VERDE,ALTA,ATIVA,PRIVADO
35541598000100,AZUL,ALTA,ATIVA,PRIVADO
11484057000120,,INATIVA,BAIXADA,PRIVADO
73471963012900,VERDE,ALTA,ATIVA,PRIVADO
71928931000100,LARANJA,BAIXA,ATIVA,PRIVADO
12166709000140,AZUL,MEDIA,ATIVA,PRIVADO
07827224000110,AMARELO,MEDIA,ATIVA,PRIVADO
63061170000600,AMARELO,MEDIA,ATIVA,PRIVADO
11697676000100,AMARELO,INATIVA,BAIXADA,PRIVADO
02894921000170,LARANJA,MEDIA,ATIVA,PRIVADO
01054930000190,VERDE,ALTA,ATIVA,PRIVADO
06006477000160,LARANJA,MEDIA,ATIVA,PRIVADO
06626253007830,VERMELHO,ALTA,ATIVA,PRIVADO
10620360000140,AZUL,MEDIA,ATIVA,PRIVADO
08464751000170,LARANJA,BAIXA,ATIVA,PRIVADO
16594277000120,,INATIVA,BAIXADA,PRIVADO
11066561000100,AMARELO,MEDIA,ATIVA,PRIVADO
69893972000230,AMARELO,ALTA,ATIVA,PRIVADO
82726316000120,,INATIVA,BAIXADA,PRIVADO
54713912000130,LARANJA,BAIXA,ATIVA,PRIVADO
02017178000170,LARANJA,MEDIA,ATIVA,PRIVADO
12677884000100,,INATIVA,BAIXADA,PRIVADO
90400888139140,VERDE,ALTA,ATIVA,PRIVADO
66531856000100,LARANJA,BAIXA,ATIVA,PRIVADO
02034406000110,AZUL,MEDIA,ATIVA,PRIVADO
13272381000100,AMARELO,MEDIA,ATIVA,PRIVADO
83798231000110,LARANJA,BAIXA,ATIVA,PRIVADO
22839922000120,AMARELO,MEDIA,ATIVA,PRIVADO
40490609000100,LARANJA,MEDIA,ATIVA,PRIVADO
08655756000180,AMARELO,ALTA,ATIVA,PRIVADO
66684457000170,AMARELO,MEDIA,ATIVA,PRIVADO
15282270000100,LARANJA,MEDIA,ATIVA,PRIVADO
15490282000120,LARANJA,MEDIA,ATIVA,PRIVADO
07264722000100,LARANJA,MUITO BAIXA,ATIVA,PRIVADO
04129871000160,AMARELO,MEDIA,ATIVA,PRIVADO
15493998000180,AZUL,MEDIA,ATIVA,PRIVADO
08258755000100,LARANJA,MEDIA,ATIVA,PRIVADO
15317540000170,VERDE,ALTA,ATIVA,PRIVADO
02933136000180,LARANJA,MEDIA,ATIVA,PRIVADO
03927879000100,AMARELO,ALTA,ATIVA,PRIVADO
00396895005780,VERDE,ALTA,ATIVA,PUBLICO
02376286000130,,INATIVA,BAIXADA,PRIVADO
32232977000120,,INATIVA,BAIXADA,PRIVADO
08570936000160,,INATIVA,BAIXADA,PRIVADO
51127728000110,,INATIVA,BAIXADA,PRIVADO
00655191000120,,INATIVA,BAIXADA,PRIVADO
00550155000100,,INATIVA,BAIXADA,PRIVADO
00156755000180,,INATIVA,BAIXADA,PRIVADO
00647202000120,,INATIVA,BAIXADA,PRIVADO
02507783000120,,INATIVA,BAIXADA,PRIVADO
01869733000120,,INATIVA,BAIXADA,PRIVADO
02777531000110,,INATIVA,BAIXADA,PRIVADO
03854314000140,,INATIVA,BAIXADA,PRIVADO
61116034000130,,INATIVA,BAIXADA,PRIVADO
23281066000100,,INATIVA,BAIXADA,PRIVADO
31097488000140,,INATIVA,BAIXADA,PRIVADO
62247408000110,,INATIVA,BAIXADA,PRIVADO
97089346000140,,INATIVA,BAIXADA,PRIVADO
08712159000140,,INATIVA,BAIXADA,PRIVADO
05103467000180,,INATIVA,BAIXADA,PRIVADO
05801843000100,,INATIVA,BAIXADA,PRIVADO
10166835000170,,INATIVA,BAIXADA,PRIVADO
14206106000150,,INATIVA,BAIXADA,PRIVADO
10521618000150,,INATIVA,BAIXADA,PRIVADO
12331832000170,,INATIVA,BAIXADA,PRIVADO
01577822000100,,INATIVA,BAIXADA,PRIVADO
40219677000130,,INATIVA,BAIXADA,PRIVADO
45898053000100,,INATIVA,BAIXADA,PRIVADO
14178607000170,AMARELO,MEDIA,ATIVA,PRIVADO
15719738000180,AMARELO,MEDIA,ATIVA,PRIVADO
11462022000190,VERDE,ALTA,ATIVA,PRIVADO
12047652000160,VERDE,MEDIA,ATIVA,PRIVADO
12911769000140,AMARELO,MEDIA,ATIVA,PRIVADO
13033627000190,VERDE,ALTA,ATIVA,PRIVADO
14713534000170,AMARELO,MEDIA,ATIVA,PRIVADO
13193391000150,VERDE,ALTA,ATIVA,PRIVADO
83130229000330,VERDE,ALTA,ATIVA,PRIVADO
02501607000180,LARANJA,BAIXA,ATIVA,PRIVADO
13442291000110,VERDE,MEDIA,ATIVA,PRIVADO
12319713000100,VERDE,MEDIA,ATIVA,PRIVADO
11492780000150,VERDE,MEDIA,ATIVA,PRIVADO
13607608000120,AMARELO,MEDIA,ATIVA,PRIVADO
11235713000150,AMARELO,MEDIA,ATIVA,PRIVADO
11143444000100,AZUL,ALTA,ATIVA,PRIVADO
12720282000180,,INATIVA,BAIXADA,PRIVADO
09210482000260,VERDE,MEDIA,ATIVA,PRIVADO
08671685000290,VERDE,ALTA,ATIVA,PRIVADO
03151033000120,VERDE,MEDIA,ATIVA,PRIVADO
15743064000150,AMARELO,MEDIA,ATIVA,PUBLICO
01281103000130,AZUL,MEDIA,ATIVA,PRIVADO
08565015000370,VERDE,ALTA,ATIVA,PRIVADO
08339257000770,VERDE,MEDIA,ATIVA,PRIVADO
15242477000150,AZUL,ALTA,ATIVA,PRIVADO
15247814000100,VERDE,MEDIA,ATIVA,PRIVADO
05686230000170,AZUL,MEDIA,ATIVA,PRIVADO
08048686000100,AMARELO,MEDIA,ATIVA,PRIVADO
01032172000100,LARANJA,BAIXA,ATIVA,PRIVADO
07663583000180,AMARELO,MEDIA,ATIVA,PRIVADO
13436940000170,AMARELO,MEDIA,ATIVA,PRIVADO
14215475000100,AMARELO,MEDIA,ATIVA,PRIVADO
11287445000110,VERDE,INATIVA,BAIXADA,PRIVADO
07157772000180,AZUL,MEDIA,ATIVA,PRIVADO
07666166000190,VERDE,ALTA,ATIVA,PRIVADO
72846108000100,AZUL,MEDIA,ATIVA,PRIVADO
11077424000170,AZUL,ALTA,ATIVA,PRIVADO
02522287000650,VERMELHO,MEDIA,ATIVA,PRIVADO
03772240000100,AZUL,MEDIA,ATIVA,PRIVADO
11256306000120,VERDE,ALTA,ATIVA,PRIVADO
80603319000140,AZUL,MEDIA,ATIVA,PRIVADO
01018806000170,,INATIVA,BAIXADA,PRIVADO
32319931002430,VERDE,ALTA,ATIVA,PRIVADO
11165967000140,AZUL,MEDIA,ATIVA,PRIVADO
95750402000110,VERDE,ALTA,ATIVA,PRIVADO
07737669000100,AMARELO,MEDIA,ATIVA,PRIVADO
52989191000160,LARANJA,MEDIA,ATIVA,PRIVADO
33054826002640,VERDE,ALTA,ATIVA,PRIVADO
01678757000100,AZUL,INATIVA,BAIXADA,PRIVADO
14242953000170,AMARELO,MEDIA,ATIVA,PRIVADO
08433921000150,AZUL,ALTA,ATIVA,PRIVADO
12108502000110,LARANJA,BAIXA,ATIVA,PRIVADO
05511064000170,VERDE,INATIVA,BAIXADA,PRIVADO
11800151000140,AZUL,ALTA,ATIVA,PRIVADO
78497054000100,AZUL,ALTA,ATIVA,PRIVADO
02048717000210,VERDE,MEDIA,ATIVA,PRIVADO
15272706000180,AMARELO,MEDIA,ATIVA,PRIVADO
22972129000870,VERDE,ALTA,ATIVA,PRIVADO
09013528000170,AMARELO,MEDIA,ATIVA,PRIVADO
16404287015500,VERMELHO,BAIXA,ATIVA,PRIVADO
07217087000100,AZUL,ALTA,ATIVA,PRIVADO
14141470000180,AMARELO,MEDIA,ATIVA,PRIVADO
08598786000100,VERDE,ALTA,ATIVA,PRIVADO
08208832000100,AMARELO,MEDIA,ATIVA,PRIVADO
07175600000130,LARANJA,MEDIA,ATIVA,PRIVADO
11338392000110,AZUL,ALTA,ATIVA,PRIVADO
08807535000180,VERDE,MEDIA,ATIVA,PRIVADO
07924398000100,AMARELO,MEDIA,ATIVA,PRIVADO
09379110000180,AZUL,ALTA,ATIVA,PRIVADO
01838723032240,VERMELHO,ALTA,ATIVA,PRIVADO
07563145000140,AZUL,ALTA,ATIVA,PRIVADO
07126129000190,,INATIVA,BAIXADA,PRIVADO
13119518000190,AZUL,MEDIA,ATIVA,PRIVADO
07423006000110,AZUL,MEDIA,ATIVA,PRIVADO
15348293000170,AMARELO,BAIXA,ATIVA,PRIVADO
15345403000140,VERDE,ALTA,ATIVA,PRIVADO
09023894000100,AZUL,ALTA,ATIVA,PRIVADO
12463849000180,AZUL,ALTA,ATIVA,PRIVADO
07695541000120,AZUL,MEDIA,ATIVA,PRIVADO
09205677000130,AMARELO,MEDIA,ATIVA,PRIVADO
14797956000170,VERDE,MEDIA,ATIVA,PRIVADO
14794696000180,AZUL,MEDIA,ATIVA,PRIVADO
15445302000140,VERDE,ALTA,ATIVA,PRIVADO
14604709000100,AMARELO,BAIXA,ATIVA,PRIVADO
09174747000130,LARANJA,MEDIA,ATIVA,PRIVADO
00139297000170,AZUL,ALTA,ATIVA,PRIVADO
11664151000160,AMARELO,MEDIA,ATIVA,PRIVADO
06023225000140,VERDE,ALTA,ATIVA,PRIVADO
03714195000120,AMARELO,MEDIA,ATIVA,PRIVADO
46599320000100,VERDE,ALTA,ATIVA,PRIVADO
07727509000260,VERDE,ALTA,ATIVA,PRIVADO
15052668000150,AMARELO,MEDIA,ATIVA,PRIVADO
05650918000280,VERDE,MEDIA,ATIVA,PRIVADO
07592805000110,,INATIVA,BAIXADA,PRIVADO
45357241000120,,INATIVA,BAIXADA,PRIVADO
74330242000180,,INATIVA,BAIXADA,PRIVADO
23072804000100,,INATIVA,BAIXADA,PRIVADO
64291099000100,,INATIVA,BAIXADA,PRIVADO
01700965000150,,INATIVA,BAIXADA,PRIVADO
03604007000100,,INATIVA,BAIXADA,PRIVADO
09990035000190,,INATIVA,BAIXADA,PRIVADO
10096723000190,,INATIVA,BAIXADA,PRIVADO
06593380000100,,INATIVA,BAIXADA,PRIVADO
09811893000120,,INATIVA,BAIXADA,PRIVADO
14069863000120,AZUL,MEDIA,ATIVA,PRIVADO
11275033000160,AMARELO,MEDIA,ATIVA,PRIVADO
01469645000130,,INATIVA,BAIXADA,PRIVADO
13345135000130,AMARELO,MEDIA,ATIVA,PRIVADO
11590229000140,VERDE,INATIVA,BAIXADA,PRIVADO
17033261000100,AZUL,MEDIA,ATIVA,PRIVADO
08813740000230,VERDE,MEDIA,ATIVA,PRIVADO
08918200000130,AZUL,BAIXA,ATIVA,PRIVADO
74190943000160,AMARELO,MEDIA,ATIVA,PRIVADO
08022308000220,VERDE,ALTA,ATIVA,PRIVADO
25938978000120,VERDE,ALTA,ATIVA,PRIVADO
13813677000190,VERDE,MEDIA,ATIVA,PRIVADO
13795325000150,AZUL,INATIVA,BAIXADA,PRIVADO
09529669000140,,INATIVA,BAIXADA,PRIVADO
09062710000110,AZUL,INATIVA,BAIXADA,PRIVADO
13847278000140,AZUL,ALTA,ATIVA,PRIVADO
15986191000180,,INATIVA,BAIXADA,PRIVADO
15977495000180,,INATIVA,BAIXADA,PRIVADO
08212849000130,AMARELO,MEDIA,ATIVA,PRIVADO
12165068000100,AMARELO,MEDIA,ATIVA,PRIVADO
14397594000120,AMARELO,MEDIA,ATIVA,PRIVADO
15509176000140,AMARELO,BAIXA,ATIVA,PRIVADO
01435328000950,VERDE,MEDIA,ATIVA,PRIVADO
01241733000180,,INATIVA,BAIXADA,PRIVADO
15831206000130,AZUL,ALTA,ATIVA,PRIVADO
01567149000110,LARANJA,BAIXA,ATIVA,PRIVADO
04490347000110,VERDE,MEDIA,ATIVA,PRIVADO
13470027000190,AMARELO,MEDIA,ATIVA,PRIVADO
56397243000160,AMARELO,MEDIA,ATIVA,PRIVADO
01477386000190,LARANJA,BAIXA,ATIVA,PRIVADO
13879455000170,VERDE,ALTA,ATIVA,PRIVADO
08877621000160,AMARELO,MEDIA,ATIVA,PRIVADO
02391387000260,VERDE,MEDIA,ATIVA,PRIVADO
13993425000190,AZUL,MEDIA,ATIVA,PRIVADO
93808863000170,VERMELHO,INATIVA,BAIXADA,PRIVADO
12352255000100,AMARELO,MEDIA,ATIVA,PRIVADO
14829885000140,VERDE,ALTA,ATIVA,PRIVADO
14744664000170,AMARELO,MEDIA,ATIVA,PRIVADO
14730259000100,VERDE,ALTA,ATIVA,PRIVADO
08932596000170,AZUL,ALTA,ATIVA,PRIVADO
01710809000170,VERDE,ALTA,ATIVA,PRIVADO
01860876000170,,INATIVA,BAIXADA,PRIVADO
00786393000100,LARANJA,BAIXA,ATIVA,PRIVADO
16346143000190,AMARELO,MEDIA,ATIVA,PRIVADO
16370304000180,AMARELO,MEDIA,ATIVA,PRIVADO
95874632000190,,INATIVA,BAIXADA,PRIVADO
14456365000130,AZUL,MEDIA,ATIVA,PRIVADO
14437566000190,,INATIVA,BAIXADA,PRIVADO
13849407000130,AMARELO,MEDIA,ATIVA,PRIVADO
11756153000180,AZUL,MEDIA,ATIVA,PRIVADO
11044548000150,AMARELO,BAIXA,ATIVA,PRIVADO
03782636000120,AMARELO,MEDIA,ATIVA,PRIVADO
14491972000130,AMARELO,MEDIA,ATIVA,PRIVADO
14478735000130,VERDE,INATIVA,BAIXADA,PRIVADO
46551651000170,LARANJA,MEDIA,ATIVA,PRIVADO
14479537000190,AZUL,MEDIA,ATIVA,PRIVADO
84907294000120,LARANJA,BAIXA,ATIVA,PRIVADO
20487385000170,VERMELHO,ALTA,ATIVA,PRIVADO
56982853000120,AZUL,MEDIA,ATIVA,PRIVADO
14230611000130,AMARELO,BAIXA,ATIVA,PRIVADO
07085401000130,LARANJA,BAIXA,ATIVA,PRIVADO
03261762000300,VERDE,ALTA,ATIVA,PRIVADO
08065068000160,AZUL,MEDIA,ATIVA,PRIVADO
14726624000600,VERDE,ALTA,ATIVA,PRIVADO
11253592000170,VERDE,MEDIA,ATIVA,PRIVADO
07114600000120,AZUL,INATIVA,BAIXADA,PRIVADO
04177666000170,,INATIVA,BAIXADA,PRIVADO
11509750000100,VERDE,ALTA,ATIVA,PRIVADO
15693193000180,AMARELO,BAIXA,ATIVA,PRIVADO
13106283000100,VERDE,ALTA,ATIVA,PRIVADO
06221073000190,VERDE,ALTA,ATIVA,PRIVADO
01391164000150,VERMELHO,BAIXA,ATIVA,PRIVADO
00550961000170,,INATIVA,BAIXADA,PRIVADO
01937271000130,,INATIVA,BAIXADA,PRIVADO
61051413000190,,INATIVA,BAIXADA,PRIVADO
79938643000130,,INATIVA,BAIXADA,PRIVADO
09281857000100,,INATIVA,BAIXADA,PRIVADO
81452146000250,VERDE,INATIVA,BAIXADA,PRIVADO
03950765000180,,INATIVA,BAIXADA,PRIVADO
08964442000240,VERDE,ALTA,ATIVA,PRIVADO
15091798000100,VERDE,INATIVA,BAIXADA,PRIVADO
03065246000210,VERDE,ALTA,ATIVA,PRIVADO
02606538000170,VERDE,MEDIA,ATIVA,PRIVADO
06974500000100,AMARELO,BAIXA,ATIVA,PRIVADO
02655126000120,LARANJA,MEDIA,ATIVA,PRIVADO
02847299000140,AMARELO,MEDIA,ATIVA,PRIVADO
01483971000100,LARANJA,MEDIA,ATIVA,PRIVADO
03803432000200,VERDE,ALTA,ATIVA,PRIVADO
04686737000160,VERDE,ALTA,ATIVA,PRIVADO
60872306011870,VERDE,ALTA,ATIVA,PRIVADO
12937064000100,AMARELO,MEDIA,ATIVA,PRIVADO
82669383000150,AMARELO,MEDIA,ATIVA,PRIVADO
13292411000140,AMARELO,MEDIA,ATIVA,PRIVADO
06255719000150,AZUL,MEDIA,ATIVA,PRIVADO
14734682000170,AMARELO,BAIXA,ATIVA,PRIVADO
10538510000170,LARANJA,MEDIA,ATIVA,PRIVADO
00431654000170,AZUL,ALTA,ATIVA,PRIVADO
15811750000110,AMARELO,MEDIA,ATIVA,PUBLICO
00945308000100,LARANJA,BAIXA,ATIVA,PRIVADO
08917427000160,AMARELO,BAIXA,ATIVA,PRIVADO
13455314000120,,INATIVA,BAIXADA,PRIVADO
10690683000100,AZUL,ALTA,ATIVA,PRIVADO
55677793000170,AZUL,ALTA,ATIVA,PRIVADO
10444692000110,AMARELO,MEDIA,ATIVA,PRIVADO
60459468000170,AMARELO,MEDIA,ATIVA,PRIVADO
01775595000110,AZUL,MEDIA,ATIVA,PRIVADO
05965640000150,AZUL,MEDIA,ATIVA,PRIVADO
67286583000130,LARANJA,BAIXA,ATIVA,PRIVADO
15342759000120,AMARELO,MEDIA,ATIVA,PRIVADO
08364850000180,AZUL,MEDIA,ATIVA,PRIVADO
00141758000140,LARANJA,MEDIA,ATIVA,PRIVADO
00644718000110,LARANJA,MEDIA,ATIVA,PRIVADO
13324682000130,VERDE,ALTA,ATIVA,PRIVADO
89743959000120,AMARELO,MEDIA,ATIVA,PRIVADO
12749029000150,AMARELO,MEDIA,ATIVA,PRIVADO
13760837000180,VERDE,MEDIA,ATIVA,PRIVADO
09119498000180,AZUL,MEDIA,ATIVA,PRIVADO
11712686000160,VERDE,ALTA,ATIVA,PRIVADO
71745020000130,VERDE,ALTA,ATIVA,PRIVADO
10366162000100,VERDE,INATIVA,BAIXADA,PRIVADO
05018907000100,,INATIVA,BAIXADA,PRIVADO
12360703000100,AMARELO,MEDIA,ATIVA,PRIVADO
05583856000150,LARANJA,BAIXA,ATIVA,PRIVADO
06874032000100,LARANJA,MUITO BAIXA,ATIVA,PRIVADO
08241939000150,AZUL,MEDIA,ATIVA,PRIVADO
13472906000150,AMARELO,MEDIA,ATIVA,PRIVADO
13210408000130,AMARELO,MEDIA,ATIVA,PRIVADO
12560648000100,,INATIVA,BAIXADA,PRIVADO
11230981000180,AMARELO,MEDIA,ATIVA,PRIVADO
09098066000130,,INATIVA,BAIXADA,PRIVADO
22803050000140,AZUL,ALTA,ATIVA,PRIVADO
31379761000120,LARANJA,BAIXA,ATIVA,PRIVADO
01511009000120,AZUL,ALTA,ATIVA,PRIVADO
04955387000190,AZUL,MEDIA,ATIVA,PRIVADO
01432102000220,,INATIVA,BAIXADA,PRIVADO
11640221000140,,INATIVA,BAIXADA,PRIVADO
02265018000140,LARANJA,BAIXA,ATIVA,PRIVADO
02557883000160,LARANJA,BAIXA,ATIVA,PRIVADO
05466207000170,LARANJA,MEDIA,ATIVA,PRIVADO
15104884000100,,INATIVA,BAIXADA,PRIVADO
12751896000120,AZUL,MEDIA,ATIVA,PRIVADO
13095411000150,AMARELO,MEDIA,ATIVA,PRIVADO
07858823000100,VERDE,ALTA,ATIVA,PRIVADO
01949435000140,LARANJA,MEDIA,ATIVA,PRIVADO
09405295000150,AMARELO,ALTA,ATIVA,PRIVADO
16954572000140,VERDE,MEDIA,ATIVA,PRIVADO
15896277000200,VERDE,ALTA,ATIVA,PRIVADO
05959141000150,AMARELO,ALTA,ATIVA,PUBLICO
02709180000100,VERDE,ALTA,ATIVA,PRIVADO
11880147000130,VERDE,ALTA,ATIVA,PRIVADO
12356255000170,AMARELO,MEDIA,ATIVA,PRIVADO
17161290001120,,INATIVA,BAIXADA,PRIVADO
15483621000140,,INATIVA,BAIXADA,PRIVADO
17480294000280,,INATIVA,BAIXADA,PRIVADO
16752073000170,,INATIVA,BAIXADA,PRIVADO
16669897000180,,INATIVA,BAIXADA,PRIVADO
15313752000260,,INATIVA,BAIXADA,PRIVADO
97474720000120,,INATIVA,BAIXADA,PRIVADO
53451902000100,,INATIVA,BAIXADA,PRIVADO
07747741000180,,INATIVA,BAIXADA,PRIVADO
16006660000110,,INATIVA,BAIXADA,PRIVADO
00473919000100,,INATIVA,BAIXADA,PRIVADO
00236398000160,,INATIVA,BAIXADA,PRIVADO
01617737000110,,INATIVA,BAIXADA,PRIVADO
09267266000170,,INATIVA,BAIXADA,PRIVADO
31826886000150,,INATIVA,BAIXADA,PRIVADO
69380285000130,,INATIVA,BAIXADA,PRIVADO
11936670000130,,INATIVA,BAIXADA,PRIVADO
05948105000190,,INATIVA,BAIXADA,PRIVADO
05123298000140,,INATIVA,BAIXADA,PRIVADO
07799911000170,,INATIVA,BAIXADA,PRIVADO
10615732000140,,INATIVA,BAIXADA,PRIVADO
18431221000180,,INATIVA,BAIXADA,PRIVADO
08063499000350,VERDE,MEDIA,ATIVA,PRIVADO
01123756000190,VERDE,MEDIA,ATIVA,PRIVADO
13036999000170,VERDE,ALTA,ATIVA,PRIVADO
05369621000160,VERDE,ALTA,ATIVA,PRIVADO
00471055000180,VERDE,INATIVA,BAIXADA,PRIVADO
24488751000400,VERDE,ALTA,ATIVA,PRIVADO
16611338000110,VERDE,ALTA,ATIVA,PRIVADO
11958098000100,AMARELO,MEDIA,ATIVA,PRIVADO
12431238000150,VERDE,ALTA,ATIVA,PRIVADO
14481385000160,AZUL,MEDIA,ATIVA,PRIVADO
13160169000150,VERDE,ALTA,ATIVA,PRIVADO
16594450000190,VERDE,MEDIA,ATIVA,PRIVADO
12642795000110,AMARELO,MEDIA,ATIVA,PRIVADO
08343323000190,AZUL,MEDIA,ATIVA,PRIVADO
22553440000290,,INATIVA,BAIXADA,PRIVADO
15707784000160,AZUL,MEDIA,ATIVA,PRIVADO
12127801000100,AZUL,ALTA,ATIVA,PRIVADO
12481191000130,AZUL,ALTA,ATIVA,PRIVADO
10552095000100,AZUL,ALTA,ATIVA,PRIVADO
12080954000130,AMARELO,MEDIA,ATIVA,PRIVADO
11358924000180,AZUL,ALTA,ATIVA,PRIVADO
10725666000160,AZUL,ALTA,ATIVA,PRIVADO
13651166000110,AMARELO,MEDIA,ATIVA,PRIVADO
13557134000150,AZUL,MEDIA,ATIVA,PRIVADO
13415957000140,VERDE,ALTA,ATIVA,PRIVADO
15217503000190,VERDE,ALTA,ATIVA,PRIVADO
11888665000280,VERDE,MEDIA,ATIVA,PRIVADO
15237253000150,AMARELO,MEDIA,ATIVA,PRIVADO
15740928000180,VERDE,ALTA,ATIVA,PRIVADO
08230296000220,VERDE,ALTA,ATIVA,PRIVADO
02267884000170,AMARELO,ALTA,ATIVA,PUBLICO
12483625000130,AZUL,ALTA,ATIVA,PRIVADO
53355855000100,LARANJA,MEDIA,ATIVA,PRIVADO
04620847000120,AMARELO,MEDIA,ATIVA,PRIVADO
67289488000190,LARANJA,BAIXA,ATIVA,PRIVADO
09344874000130,AZUL,MEDIA,ATIVA,PRIVADO
04610753000170,AZUL,MEDIA,ATIVA,PRIVADO
31297187000160,AMARELO,ALTA,ATIVA,PRIVADO
40779621000210,VERDE,ALTA,ATIVA,PRIVADO
09152611000120,,INATIVA,BAIXADA,PRIVADO
01171643000160,LARANJA,MEDIA,ATIVA,PRIVADO
08024578000190,VERDE,INATIVA,BAIXADA,PRIVADO
01330922000120,LARANJA,MEDIA,ATIVA,PRIVADO
28901346000180,,INATIVA,BAIXADA,PRIVADO
08522773000140,VERMELHO,ALTA,ATIVA,PRIVADO
04011303000160,LARANJA,MEDIA,ATIVA,PRIVADO
03931501000180,AMARELO,MEDIA,ATIVA,PRIVADO
08712595000110,AMARELO,MEDIA,ATIVA,PRIVADO
04993583000150,VERDE,ALTA,ATIVA,PRIVADO
07198371000250,AMARELO,MEDIA,ATIVA,PRIVADO
01471964000180,LARANJA,MEDIA,ATIVA,PRIVADO
06334186000100,AMARELO,ALTA,ATIVA,PUBLICO
12787808000140,AMARELO,MEDIA,ATIVA,PRIVADO
10826546000150,AMARELO,MEDIA,ATIVA,PRIVADO
04920962000110,VERDE,MEDIA,ATIVA,PRIVADO
12726861000130,,INATIVA,BAIXADA,PRIVADO
00837361002050,VERMELHO,BAIXA,ATIVA,PRIVADO
13498479000180,AMARELO,INATIVA,BAIXADA,PRIVADO
15438742000170,VERDE,INATIVA,BAIXADA,PRIVADO
05582397000190,LARANJA,ALTA,ATIVA,PRIVADO
15765272000150,AMARELO,MEDIA,ATIVA,PRIVADO
12337436000150,VERDE,MEDIA,ATIVA,PRIVADO
38742276000380,VERDE,INATIVA,BAIXADA,PRIVADO
07024066000160,LARANJA,MEDIA,ATIVA,PRIVADO
15296945000170,AZUL,BAIXA,ATIVA,PRIVADO
14594530000110,AMARELO,MEDIA,ATIVA,PRIVADO
16703921000150,,INATIVA,BAIXADA,PRIVADO
14796394000140,AMARELO,MEDIA,ATIVA,PRIVADO
15299574000180,AZUL,MEDIA,ATIVA,PRIVADO
35733856000150,VERDE,MEDIA,ATIVA,PRIVADO
03563656000100,LARANJA,BAIXA,ATIVA,PRIVADO
14296994000140,AMARELO,MEDIA,ATIVA,PRIVADO
14353384000130,AZUL,INATIVA,BAIXADA,PRIVADO
38131280000140,VERDE,ALTA,ATIVA,PRIVADO
58750498000190,AZUL,MEDIA,ATIVA,PRIVADO
91129031000100,,INATIVA,BAIXADA,PRIVADO
91776716000130,,INATIVA,BAIXADA,PRIVADO
80439300000100,,INATIVA,BAIXADA,PRIVADO
29616935000260,,INATIVA,BAIXADA,PRIVADO
24728701000290,,INATIVA,BAIXADA,PRIVADO
60405446011910,,INATIVA,BAIXADA,PRIVADO
55350904000210,,INATIVA,BAIXADA,PRIVADO
57568743000180,,INATIVA,BAIXADA,PRIVADO
50964741000160,,INATIVA,BAIXADA,PRIVADO
57822256000100,,INATIVA,BAIXADA,PRIVADO
52939527000260,,INATIVA,BAIXADA,PRIVADO
22545180000200,,INATIVA,BAIXADA,PRIVADO
27155027000100,,INATIVA,BAIXADA,PRIVADO
31872880000110,,INATIVA,BAIXADA,PRIVADO
61678355000390,,INATIVA,BAIXADA,PRIVADO
52543758000170,,INATIVA,BAIXADA,PRIVADO
72743859000100,,INATIVA,BAIXADA,PRIVADO
67904573000110,,INATIVA,BAIXADA,PRIVADO
73409153000160,,INATIVA,BAIXADA,PRIVADO
79059200000170,,INATIVA,BAIXADA,PRIVADO
77207785000100,,INATIVA,BAIXADA,PRIVADO
32855918000290,,INATIVA,BAIXADA,PRIVADO
45347127000110,,INATIVA,BAIXADA,PRIVADO
36841120000240,,INATIVA,BAIXADA,PRIVADO
36358661000130,,INATIVA,BAIXADA,PRIVADO
33121088021580,,INATIVA,BAIXADA,PUBLICO
09141779000130,,INATIVA,BAIXADA,PRIVADO
93974681000170,,INATIVA,BAIXADA,PRIVADO
09073610000190,,INATIVA,BAIXADA,PRIVADO
69016632000140,,INATIVA,BAIXADA,PRIVADO
03558467000140,,INATIVA,BAIXADA,PRIVADO
96460431000100,,INATIVA,BAIXADA,PRIVADO
06754381000180,,INATIVA,BAIXADA,PRIVADO
09572798000110,,INATIVA,BAIXADA,PRIVADO
05307162000190,,INATIVA,BAIXADA,PRIVADO
04655734000160,,INATIVA,BAIXADA,PRIVADO
02920788000180,,INATIVA,BAIXADA,PRIVADO
15137744000120,AMARELO,MEDIA,ATIVA,PRIVADO
03691935000150,LARANJA,MEDIA,ATIVA,PRIVADO
14327650000150,AMARELO,MEDIA,ATIVA,PRIVADO
18977975000130,VERDE,ALTA,ATIVA,PRIVADO
10971506000100,AMARELO,BAIXA,ATIVA,PRIVADO
17002337000130,AZUL,ALTA,ATIVA,PRIVADO
17004287000120,AMARELO,BAIXA,ATIVA,PRIVADO
08529284000110,AZUL,BAIXA,ATIVA,PRIVADO
14059697000180,AMARELO,MEDIA,ATIVA,PRIVADO
13895989000190,AZUL,ALTA,ATIVA,PRIVADO
10975127000180,AZUL,ALTA,ATIVA,PRIVADO
13441362000160,VERDE,ALTA,ATIVA,PRIVADO
11733494000130,VERDE,ALTA,ATIVA,PRIVADO
