cd_cnpj,fl_optante_simples,fl_optante_simei
11287445000110,1,0
07157772000180,0,0
07666166000190,1,0
72846108000100,0,0
11077424000170,0,0
02522287000650,0,0
03772240000100,0,0
11256306000120,0,0
80603319000140,1,1
01018806000170,0,0
32319931002430,0,0
11165967000140,1,0
95750402000110,0,0
07737669000100,0,0
52989191000160,0,0
33054826002640,0,0
01678757000100,0,0
14242953000170,1,0
08433921000150,0,0
12108502000110,0,0
05511064000170,1,0
11800151000140,1,0
78497054000100,0,0
02048717000210,0,0
15272706000180,1,1
22972129000870,0,0
09013528000170,0,0
16404287015500,0,0
07217087000100,1,0
14141470000180,1,1
08598786000100,1,0
08208832000100,1,1
07175600000130,0,0
11338392000110,1,0
08807535000180,1,0
07924398000100,0,0
09379110000180,0,0
01838723032240,0,0
07563145000140,0,0
07126129000190,0,0
13119518000190,1,0
07423006000110,0,0
15348293000170,1,1
15345403000140,1,1
09023894000100,1,0
12463849000180,1,0
07695541000120,1,0
09205677000130,0,0
14797956000170,1,1
14794696000180,0,0
15445302000140,1,1
14604709000100,1,1
09174747000130,0,0
00139297000170,0,0
11664151000160,1,1
06023225000140,1,0
03714195000120,0,0
46599320000100,1,0
07727509000260,1,0
15052668000150,1,1
05650918000280,0,0
07592805000110,0,0
45357241000120,0,0
74330242000180,0,0
23072804000100,0,0
64291099000100,0,0
01700965000150,0,0
03604007000100,0,0
09990035000190,0,0
10096723000190,0,0
06593380000100,0,0
09811893000120,0,0
14069863000120,1,1
11275033000160,0,0
01469645000130,0,0
13345135000130,0,0
11590229000140,1,1
17033261000100,0,0
08813740000230,0,0
08918200000130,0,0
74190943000160,0,0
08022308000220,1,0
25938978000120,0,0
13813677000190,0,0
13795325000150,0,0
09529669000140,0,0
09062710000110,0,0
13847278000140,1,0
15986191000180,0,0
15977495000180,0,0
08212849000130,0,0
12165068000100,1,1
14397594000120,0,0
15509176000140,0,0
01435328000950,0,0
01241733000180,0,0
15831206000130,1,0
01567149000110,0,0
04490347000110,0,0
13470027000190,1,1
56397243000160,0,0
01477386000190,0,0
13879455000170,0,0
08877621000160,0,0
02391387000260,1,0
13993425000190,0,0
93808863000170,0,0
12352255000100,1,1
14829885000140,1,1
14744664000170,0,0
14730259000100,1,1
08932596000170,0,0
01710809000170,1,0
01860876000170,0,0
00786393000100,0,0
16346143000190,1,1
16370304000180,1,1
95874632000190,0,0
14456365000130,0,0
14437566000190,1,1
13849407000130,0,0
11756153000180,0,0
11044548000150,0,0
03782636000120,0,0
14491972000130,1,1
14478735000130,0,0
46551651000170,0,0
14479537000190,1,0
84907294000120,0,0
20487385000170,0,0
56982853000120,0,0
14230611000130,1,1
07085401000130,1,0
03261762000300,1,0
08065068000160,0,0
14726624000600,0,0
11253592000170,0,0
07114600000120,0,0
04177666000170,0,0
11509750000100,0,0
15693193000180,1,1
13106283000100,1,1
06221073000190,1,0
01391164000150,1,0
00550961000170,0,0
01937271000130,0,0
61051413000190,0,0
79938643000130,0,0
09281857000100,0,0
81452146000250,0,0
03950765000180,0,0
08964442000240,0,0
15091798000100,1,0
03065246000210,1,0
02606538000170,1,0
06974500000100,1,0
02655126000120,0,0
02847299000140,0,0
01483971000100,0,0
03803432000200,0,0
04686737000160,1,0
60872306011870,0,0
12937064000100,1,1
82669383000150,0,0
13292411000140,1,1
06255719000150,1,0
14734682000170,1,0
10538510000170,1,0
00431654000170,1,0
15811750000110,0,0
00945308000100,0,0
08917427000160,1,0
13455314000120,1,1
10690683000100,0,0
55677793000170,0,0
10444692000110,0,0
60459468000170,0,0
01775595000110,0,0
05965640000150,0,0
67286583000130,0,0
15342759000120,1,1
08364850000180,1,0
00141758000140,0,0
00644718000110,0,0
13324682000130,1,0
89743959000120,0,0
12749029000150,1,1
13760837000180,1,1
09119498000180,1,0
11712686000160,1,1
71745020000130,1,0
10366162000100,0,0
05018907000100,0,0
12360703000100,1,0
05583856000150,1,0
06874032000100,1,0
08241939000150,0,0
13472906000150,0,0
13210408000130,1,1
12560648000100,0,0
11230981000180,0,0
09098066000130,0,0
22803050000140,0,0
31379761000120,0,0
01511009000120,1,0
04955387000190,0,0
01432102000220,0,0
11640221000140,0,0
02265018000140,1,0
02557883000160,0,0
05466207000170,1,0
15104884000100,0,0
12751896000120,1,0
13095411000150,1,1
07858823000100,1,0
01949435000140,0,0
09405295000150,0,0
16954572000140,0,0
15896277000200,0,0
05959141000150,0,0
02709180000100,1,0
11880147000130,1,0
12356255000170,1,1
17161290001120,0,0
15483621000140,0,0
17480294000280,0,0
16752073000170,0,0
16669897000180,0,0
15313752000260,0,0
97474720000120,0,0
53451902000100,0,0
07747741000180,0,0
16006660000110,0,0
00473919000100,0,0
00236398000160,0,0
01617737000110,0,0
09267266000170,0,0
31826886000150,0,0
69380285000130,0,0
11936670000130,0,0
05948105000190,0,0
05123298000140,0,0
07799911000170,0,0
10615732000140,0,0
18431221000180,0,0
08063499000350,0,0
01123756000190,1,0
13036999000170,0,0
05369621000160,0,0
00471055000180,0,0
24488751000400,0,0
16611338000110,1,0
11958098000100,1,1
12431238000150,0,0
14481385000160,1,0
13160169000150,1,1
16594450000190,1,1
12642795000110,0,0
08343323000190,0,0
22553440000290,0,0
15707784000160,1,0
12127801000100,1,0
12481191000130,1,0
10552095000100,1,0
12080954000130,1,1
11358924000180,1,0
10725666000160,0,0
13651166000110,1,1
13557134000150,1,0
13415957000140,1,1
15217503000190,1,1
11888665000280,0,0
15237253000150,1,1
15740928000180,1,1
08230296000220,0,0
02267884000170,0,0
12483625000130,1,0
53355855000100,0,0
04620847000120,0,0
67289488000190,0,0
09344874000130,0,0
04610753000170,1,0
31297187000160,0,0
40779621000210,0,0
09152611000120,0,0
01171643000160,0,0
08024578000190,0,0
01330922000120,0,0
28901346000180,0,0
08522773000140,0,0
04011303000160,1,0
03931501000180,0,0
08712595000110,0,0
04993583000150,0,0
07198371000250,0,0
01471964000180,0,0
06334186000100,0,0
12787808000140,1,1
10826546000150,0,0
04920962000110,1,0
12726861000130,0,0
00837361002050,0,0
13498479000180,0,0
15438742000170,0,0
05582397000190,0,0
15765272000150,1,1
12337436000150,0,0
38742276000380,0,0
07024066000160,0,0
15296945000170,1,1
14594530000110,1,1
16703921000150,1,1
14796394000140,1,1
15299574000180,0,0
35733856000150,0,0
03563656000100,1,1
14296994000140,1,1
14353384000130,1,0
38131280000140,1,0
58750498000190,0,0
91129031000100,0,0
91776716000130,0,0
80439300000100,0,0
29616935000260,0,0
24728701000290,1,0
60405446011910,0,0
55350904000210,0,0
57568743000180,0,0
50964741000160,0,0
57822256000100,0,0
52939527000260,1,0
22545180000200,1,0
27155027000100,0,0
31872880000110,0,0
61678355000390,0,0
52543758000170,0,0
72743859000100,0,0
67904573000110,0,0
73409153000160,0,0
79059200000170,0,0
77207785000100,0,0
32855918000290,0,0
45347127000110,0,0
36841120000240,0,0
36358661000130,0,0
33121088021580,0,0
09141779000130,0,0
93974681000170,0,0
09073610000190,0,0
69016632000140,0,0
03558467000140,0,0
96460431000100,0,0
06754381000180,0,0
09572798000110,0,0
05307162000190,0,0
04655734000160,0,0
02920788000180,0,0
15137744000120,1,1
03691935000150,0,0
14327650000150,0,0
18977975000130,0,0
10971506000100,0,0
17002337000130,1,1
17004287000120,1,1
08529284000110,1,0
14059697000180,1,1
13895989000190,0,0
10975127000180,0,0
13441362000160,0,0
11733494000130,0,0
10572071102110,0,0
15526547000100,0,0
09390616000190,0,0
16825787000160,1,0
08264342000120,0,0
10752975000120,0,0
07299924000180,0,0
08109356000170,0,0
08654564000150,0,0
11509198000150,0,0
09076053000160,1,0
08937981000100,0,0
10351362000180,0,0
15862233000170,0,0
06341298000180,0,0
15970837000130,0,0
15996399000180,0,0
01785196000130,0,0
03808859000110,1,0
02528063000140,0,0
12355372000110,0,0
00818576000160,0,0
15529261000170,0,0
15535199000120,0,0
01527330002650,0,0
29744778761120,0,0
14738689000160,1,1
15167829000150,1,1
01489019000610,0,0
65931909000290,0,0
02904918000190,1,0
05162872000170,0,0
04975912000130,0,0
93811644000140,1,0
06267134000150,0,0
08314976000140,0,0
03803494000130,0,0
14444801000150,1,0
12315899000110,1,1
11401899000170,1,0
02472581000190,1,0
14483589000130,1,1
14870016000160,0,0
16498854000180,1,1
12040216000160,1,1
71103196000350,0,0
02635565000170,1,0
21574413000150,0,0
86492675000110,0,0
14871920000190,1,1
32733172000160,0,0
92578756000130,1,0
03441420000100,0,0
77949196000270,0,0
15682367000100,0,0
08993462000240,0,0
02160968000100,0,0
12869929000130,1,1
04834007000160,0,0
10719401000150,1,0
13069792000100,0,0
14173588000190,1,0
16564030000160,1,1
10426480000100,1,0
12813369000100,1,0
09057140000170,0,0
07557674000130,0,0
00383770000160,0,0
08748974000160,0,0
02576888000130,0,0
15617315000150,1,0
97530904000160,1,1
02633076000180,0,0
14384185000190,1,1
14952354000140,1,1
33379330000350,0,0
02077222000480,0,0
02594613000120,1,0
05809295001480,0,0
87479937000170,1,0
03448209000100,0,0
02451604000180,0,0
06627368000160,0,0
03765657000480,0,0
12934152000140,1,1
55024475000100,0,0
83031799000100,1,0
13303883000150,0,0
06031126000100,0,0
15326679000180,1,1
00663416000190,0,0
16943744000180,0,0
16951058000150,1,0
15343493000130,1,1
06199691000180,0,0
07150564000150,0,0
13292374000170,1,1
11895142000180,1,0
83673616000150,1,0
11238504000160,1,1
07143397000110,1,0
03797243000190,0,0
07390948000140,1,0
95046660000110,1,0
05075477000150,0,0
15813897000140,0,0
05928629000110,0,0
00723401000170,0,0
30005284000170,1,0
94708328000100,0,0
06283313000180,1,0
04501161000110,0,0
03794316000190,1,0
13225090000160,1,0
05691708000150,0,0
05373673000100,0,0
13186802000180,1,1
01154237000270,0,0
04125393000110,1,0
04817351000140,0,0
14695371000140,1,0
54667761000120,0,0
84716471000190,0,0
07394828000110,1,0
06866207000120,0,0
13361822000140,0,0
10435062000180,0,0
03745956000100,1,0
10875660000170,1,0
12647242000150,0,0
05122840000140,0,0
07455133000100,0,0
05393508000200,0,0
11640666000120,1,1
80897291000100,0,0
65300725000140,0,0
04550345000170,0,0
90400888135820,0,0
03010504000180,0,0
02018001000270,1,0
52609492000110,0,0
02347623000160,0,0
10996494000160,0,0
90176421000160,0,0
07666731000110,0,0
04910958000170,0,0
00165026000190,0,0
10095621000150,0,0
92211226000150,0,0
51990919000100,0,0
69107530000130,0,0
76732452000120,0,0
66672676000130,0,0
39250972000170,0,0
13031077000170,1,1
24369506000130,0,0
10871285000190,0,0
21805809000160,0,0
37504487000150,0,0
14115344000150,0,0
06267441000130,0,0
11334269000120,1,0
01998411000180,0,0
10391475000100,1,0
04745769000190,1,0
14046884000120,1,1
08705925000140,0,0
12304442000100,1,1
03468033000230,0,0
74149352000140,1,0
12392892000100,1,1
10618339000100,1,0
13037257000160,1,1
10276705000190,0,0
13000626000140,0,0
13180232000110,1,0
12141294000150,0,0
13597931000160,1,1
11087610000190,1,0
13067057000150,0,0
15699963000100,1,1
09657718000200,0,0
15736210000110,1,1
14009215000340,0,0
08098763000390,0,0
08253253001070,0,0
15258006000130,1,1
05731803000130,0,0
13304288000130,0,0
30209985000120,1,0
12419949000100,1,0
10731159000130,0,0
02443747000220,0,0
94286598000170,0,0
21555198000140,1,0
15724160000150,1,1
07649207000130,0,0
12435453000120,1,0
11882899000130,0,0
04162614000120,0,0
08412342000120,0,0
12688295000110,0,0
14135955000160,1,1
15273852000120,1,0
12968941000100,1,0
11067994000180,0,0
01702985000160,0,0
14546803000150,0,0
15763353000110,1,1
06929336000110,0,0
12304400000170,1,0
93982387000100,0,0
13276745000120,1,1
15344536000100,1,0
14580059000100,1,0
14796102000170,1,1
15777785000180,0,0
15772862000100,1,1
15067056000130,1,0
15070043000110,1,0
16733881000190,1,1
48296420000940,0,0
16141210000130,0,0
86614757000190,0,0
30043947000140,0,0
25657487000100,0,0
75492181000110,0,0
10730730000100,0,0
30576516000140,0,0
69083459000100,0,0
07733618000100,0,0
01257249000140,0,0
08092927000100,0,0
49831118000150,0,0
58473257000140,0,0
14635015000130,0,0
03067921000160,0,0
13974453000160,1,1
01961285000190,0,0
01105719000150,0,0
14413130000160,1,0
06196227000130,1,0
15391025000130,1,1
07358621000190,0,0
16970341000120,1,0
11189509000140,0,0
14037425000180,0,0
13310158000100,1,1
10902191000130,0,0
12429513000100,0,0
12161254000170,0,0
71027692000100,0,0
15381137000100,0,0
09366249000190,0,0
49756836000100,0,0
20332748000280,0,0
05871403000120,0,0
07457113000160,0,0
15865767000150,1,1
15870732000100,0,0
10444534000160,0,0
08439030000100,0,0
08524911000120,0,0
08806157000110,1,0
09180273000130,0,0
07426965000190,1,0
08769760000170,0,0
09443609000100,0,0
07634596000120,0,0
15843090000150,0,0
11630785000100,0,0
06325408000110,0,0
13964935000130,0,0
13888596000150,1,0
06259564000120,0,0
11210852000120,0,0
00398129000280,0,0
00777622000120,0,0
15829744000190,0,0
00497178000190,1,0
01686022000110,0,0
00240897000120,0,0
05762611000190,0,0
13971079000140,1,1
78228640000140,0,0
14740482000120,1,1
15400426000100,1,1
12254932000140,0,0
52251956000160,0,0
13234831000170,1,0
01192642000100,0,0
05425450000140,1,0
13901059000100,1,0
13786583000170,0,0
15668675000180,1,0
15180770000130,0,0
10599810000160,0,0
06004435000190,0,0
13496372000100,1,1
14496844000180,0,0
54814363000190,0,0
11625346000100,1,1
96221445000170,0,0
13916014000100,1,1
40869562000190,1,0
29356458000160,0,0
61479820000100,0,0
85134807002890,0,0
16518117000100,1,1
09166938000150,0,0
34023945000140,0,0
53305389000140,0,0
42825778000180,0,0
33930991000160,0,0
73291296000200,0,0
15048831000100,1,0
38862017000120,0,0
05627075000110,1,0
07714326000120,1,0
70360862000100,1,0
03017569000310,0,0
51747848000110,0,0
15216859000100,0,0
13039643000190,1,1
05598914000110,0,0
11384903000130,1,0
04530762000150,0,0
05988777000120,0,0
03995654000190,0,0
11687658000130,1,0
07838933000100,0,0
11558770000170,0,0
12232941000130,0,0
28538130000100,0,0
04846542000130,0,0
07944455000880,1,0
19895424000190,0,0
94153525000100,0,0
67744805000110,0,0
67166678000110,0,0
04435245000100,1,0
02246458000150,0,0
04611923000130,0,0
96715610000140,0,0
08415567000130,0,0
11249768000110,0,0
17184037032070,0,0
03145266000110,0,0
02590454000780,0,0
10727037000170,1,0
04299181000150,0,0
03045003000130,0,0
07394265000160,1,0
02378722000100,0,0
05686182000110,0,0
16612440000130,0,0
15801143000170,0,0
09793241000100,0,0
00401668000140,0,0
00470282000190,0,0
26448357000120,0,0
05539110000140,0,0
45022217000130,0,0
34028316755090,0,0
04339478000100,0,0
13289308000140,1,1
01702172000170,0,0
05208054000160,0,0
09151222000180,0,0
09209066000160,0,0
70162821000100,0,0
02007395000260,0,0
60746948296720,0,0
01549792000110,0,0
05873796000100,0,0
11961032000170,1,1
06041113000200,1,0
34249508000140,0,0
03139422000130,0,0
09442420000100,1,0
36384303000100,1,0
11333250000160,1,1
47073499000120,0,0
06081971000190,0,0
11529314000100,1,0
61699567002560,0,0
94991874000100,0,0
93778132000120,0,0
06300679000110,0,0
03748521000110,0,0
10573096000130,1,0
05083356000150,0,0
04629492000130,1,0
12924082000140,1,0
15486614000100,1,1
07920844000280,0,0
06798433000110,1,0
07744917000140,0,0
04284644000100,0,0
02466849000180,0,0
07489012000170,0,0
56100522000110,0,0
01907725000120,0,0
03234709000140,0,0
02708643000110,0,0
14767404000110,0,0
39803168000170,0,0
10463909000130,0,0
04462898000170,0,0
38623013000190,0,0
08626317000140,0,0
33120981000160,0,0
14122439000100,1,1
26905711000280,0,0
08270543000130,0,0
08664154000190,1,0
05061282000150,0,0
14646820000160,1,1
16608307000100,1,0
93277291000140,1,0
14547620000150,1,1
14739142000180,1,0
02721159000120,0,0
09337499000100,0,0
14538913000170,0,0
13867089000130,1,0
12921517000100,1,1
25114083000170,0,0
14402120000120,1,1
11094179000100,1,0
10863783000190,1,0
12302052000100,1,1
12029532000130,1,0
15712403000130,1,1
15706143000190,1,1
13260212000150,1,1
12417647000100,1,1
15418631000100,1,1
11100064000180,0,0
11917314000170,0,0
11174578000180,0,0
12994532000170,1,1
10962790000140,0,0
10896043000150,1,0
11726980000120,1,0
14103355000110,0,0
14104356000180,1,0
15702171000130,1,1
00069426000100,0,0
15227571000130,1,1
09119980000200,0,0
15417198000180,0,0
08550335000780,0,0
14264072000150,1,0
08357174000380,0,0
08376155000210,0,0
15418205005390,0,0
11429851000170,0,0
08666181000100,0,0
12712166000110,1,1
48689921000210,0,0
88707799000100,0,0
11753246000150,1,0
01504872000150,0,0
23007925000240,0,0
92885797000250,1,0
12430235000100,0,0
12514708000140,1,1
15756543000100,0,0
02540064000100,0,0
71630115000370,0,0
09251215000150,0,0
04085863000160,0,0
08532199000100,0,0
10664524000130,1,0
10394222000190,1,0
12241313000110,1,1
03102355000180,0,0
09157442000110,0,0
34284679000290,0,0
13216251000150,1,1
14268215000100,0,0
10268252000150,1,0
08109273000180,1,0
67824862000100,0,0
15426742000150,1,1
10394172000140,0,0
12783085000100,1,0
13241685000100,1,1
23528946000120,1,0
96446877000180,0,0
15281898000190,1,1
15293010000130,1,1
14296111000100,1,1
14374387000150,1,1
14294838000140,1,1
15611435000140,1,0
14685021000100,0,0
14229072000110,1,1
14230896000100,1,1
15795841000100,0,0
91409698000230,0,0
11493183000140,0,0
92773894000170,0,0
93664829000170,0,0
93265635000100,0,0
78420809000160,0,0
76833102000150,0,0
35510080000100,0,0
79630992000190,0,0
10863237000150,0,0
14429529000130,1,1
89158042000240,0,0
13395693000100,0,0
16982409000190,0,0
04329158000160,0,0
13312165000140,1,0
14427862000100,1,1
05553850000130,0,0
13853836000180,1,1
13831273000120,1,0
15386382000100,1,1
00911525000260,0,0
26881151000190,0,0
15885120000190,0,0
02920183000350,0,0
15369344000140,1,1
15371190000120,1,1
14051170000100,1,0
09329361000150,0,0
08937617000140,0,0
08113237000190,0,0
13714227000140,1,0
09512424000100,0,0
09661130000140,0,0
08714904000190,0,0
07716092000150,0,0
08557318000180,0,0
08846739000120,1,1
08531719000160,0,0
13842491000160,1,1
13761610000150,0,0
10217105000150,0,0
15955574000190,0,0
02983512000140,1,0
02859553000120,1,0
01098983001690,0,0
01701201001150,0,0
14185636000160,1,1
07770331000150,0,0
04696419000180,1,0
15012432000190,0,0
04397978000190,0,0
61198164025740,0,0
15154793000170,1,0
01133587000250,0,0
04623463000160,0,0
03470429000130,0,0
16099631000140,1,1
11320227000130,0,0
15544009000130,1,1
14738299000190,1,1
10624069000140,0,0
11906151000120,0,0
16383967000130,1,0
13857096000150,1,1
03571868000130,0,0
08681330000100,1,0
14855853000110,0,0
12640527000160,1,0
12542986000100,0,0
66986480000110,0,0
08831043000120,0,0
09049121000100,1,0
04450133000110,0,0
11533749000110,1,1
05441756000190,1,0
05134235000190,1,0
07673335000110,0,0
16502710000150,1,1
26571661000160,0,0
22277610000170,1,0
16110462000100,0,0
10315087000140,1,0
73525040000120,0,0
27530914000110,0,0
82206277000130,0,0
07611472000120,0,0
04389873000270,0,0
08780326000190,0,0
41984592000100,0,0
13683650000120,1,1
15048533000110,1,1
12446029000180,1,0
12882951000110,1,1
05745981000110,0,0
02866341000170,0,0
01663019000180,0,0
12841819000160,0,0
87854998000170,0,0
15644541000120,1,1
15563231000180,1,1
13045524000140,1,1
01717250000100,0,0
05576038000120,0,0
97551596000150,1,1
97535369000130,1,1
02130675000180,0,0
02644857000170,0,0
03851523000130,0,0
04276993000180,1,0
05273739000190,0,0
03850991000190,0,0
01943603000190,0,0
04107630000110,0,0
02982559000190,0,0
03160172000110,0,0
71584833001590,0,0
11252352000150,1,0
15473919000170,1,1
06069146000170,0,0
05980009000200,0,0
02696832000110,0,0
09237558000160,1,0
16098535000500,0,0
05913663000110,0,0
00636817000150,0,0
07384313000300,0,0
04042067000140,0,0
15102410000110,1,0
14163060000130,1,1
00107413000170,0,0
15099165000130,1,1
03311116002000,0,0
14163564000150,1,0
26174300000180,0,0
09130198000100,1,0
09552735000100,1,0
12530758000110,1,1
25001108000120,0,0
02478965000110,0,0
07748966000150,1,0
04366149000140,1,0
12062488000160,1,1
07074641000130,0,0
08083694000180,0,0
08632777000180,0,0
19067297000130,0,0
03655748000110,0,0
01020470000180,0,0
16164790000180,1,0
44142602000230,0,0
03814624000130,0,0
05677545000150,0,0
04260828000130,1,0
02798501000190,0,0
10331483000160,0,0
11226804000120,1,0
23879513000110,0,0
09558251000160,0,0
07780701000130,0,0
11339779000190,0,0
10620689000100,0,0
10130261000180,0,0
04948785000180,0,0
15625707000160,0,0
97194070000160,0,0
60746948578890,0,0
11888115000180,1,1
12449890000100,1,0
32836587000160,0,0
15326615000180,1,1
04758045000180,0,0
28107308000150,0,0
09192157000130,0,0
06214127000190,0,0
06908697000180,0,0
63490437000170,0,0
01207259000170,0,0
00702598000160,0,0
10171625000170,0,0
20846341000190,0,0
07539339000100,0,0
10129844000190,0,0
11844957000130,0,0
10624378000110,0,0
42080150000100,0,0
52514486000180,0,0
87071395000100,0,0
12076168000160,1,1
14400578000140,1,1
04120652000110,0,0
12126951000190,1,1
72220601000110,0,0
27335371000180,0,0
12213509000100,1,1
67126383000110,0,0
01085672000100,1,0
84512300000140,1,0
16597261000170,0,0
14891094000140,1,1
53340428000140,1,0
11606799000180,1,0
10530380000120,0,0
14880213000160,1,1
09556417000100,0,0
10775080000100,0,0
11038209000160,0,0
11518374000110,1,1
15708255000180,1,1
11435388000170,0,0
12716583000130,1,1
10805716000110,0,0
13457459000160,1,0
11597262000100,1,1
04708390000100,1,0
15264262000130,0,0
10338021000760,0,0
15254812000130,1,0
08308251000220,0,0
02720436000180,0,0
05687569000190,0,0
87813754000220,0,0
05535215000120,0,0
83071316000100,1,0
10895296000100,1,0
09035390000100,0,0
07054328000130,0,0
09179067000100,1,0
10452012000100,1,0
04452510000150,1,0
15599082000100,0,0
11859553000110,1,1
12784912000180,0,0
10716816000170,1,0
14664609000170,1,1
04589097000170,1,0
10310460000170,1,0
07152398000120,0,0
12969556000170,0,0
12044072000110,0,0
12750575000100,1,0
13474961000180,1,1
07396837000140,0,0
11664254000120,0,0
58238775000180,0,0
01703151000250,0,0
68583293000110,0,0
15759689000100,1,1
14561466000170,1,0
79817763000260,0,0
02250159000190,0,0
14591794000110,1,1
14364527000100,1,1
05384560000100,0,0
66440710000140,0,0
07382370000180,0,0
06031869000180,0,0
07869791000130,0,0
12567689000110,1,1
11839713000160,1,1
20733911000720,0,0
11209081000150,0,0
07168098000130,0,0
55231054000150,0,0
15785677000150,1,1
13320145000200,0,0
62169818000190,0,0
56833775000100,0,0
01719903000190,0,0
55744932000130,0,0
02039138000120,0,0
11195559000130,0,0
07677914000130,1,0
13085738000140,0,0
13988821000120,0,0
11431852000150,1,0
12755458000130,0,0
04358897000180,0,0
16967422000170,1,1
16998782000130,1,1
04903151000100,1,1
10548019000120,1,0
12999930000180,1,0
13561094000110,1,1
11712897000100,1,1
11692692000100,1,1
15383488000150,1,1
15371045000140,0,0
14062105000180,1,0
13908251000110,0,0
07210663000180,0,0
15358514000190,0,0
02902828000160,0,0
15352211000160,1,1
14406228000190,1,1
07735822000160,0,0
14040237000100,1,1
13942243000190,1,1
07963700000120,0,0
08823304000160,0,0
08067033000160,0,0
09500567000100,0,0
15841173000100,0,0
13855188000100,0,0
13860497000160,1,0
15131820000190,1,1
01815598000130,0,0
01784074000200,1,0
90400888280080,0,0
01481111000120,0,0
01153567000160,0,0
13121883000130,0,0
14733775000180,1,1
15153706000160,0,0
15157921000130,1,1
13864664000140,0,0
14725587000100,1,1
15162104000170,0,0
11428473000100,0,0
13797582000120,0,0
73104192000150,0,0
16485625000120,1,0
09516876000160,1,0
12898053000150,1,1
07107990000100,0,0
09361839000120,0,0
13881960000150,1,1
04517216000180,1,0
71053912000170,0,0
15548820000190,1,1
15184562000100,1,1
15551551000110,0,0
71715262000180,0,0
03549556000120,0,0
09504587000140,0,0
14537226000130,1,0
05510668000100,0,0
01351204000130,0,0
14504810000190,1,0
14514720000180,0,0
10909201000160,1,0
03759667000160,0,0
11123457000100,0,0
14870965000140,1,0
14867027000190,1,1
01351912000170,0,0
13802227000100,1,0
21588199000190,1,0
15674834000150,1,0
90811431000120,0,0
88580279000170,0,0
13637213000170,1,1
68927961000180,0,0
12776071000160,1,1
14084535000100,1,1
14073301000150,1,1
16545678000190,1,1
13240879000190,0,0
65159543000100,0,0
08088500000210,1,0
90562612000160,0,0
19558147000120,0,0
05356346000140,0,0
02767185000190,0,0
16562146000160,1,1
51884278000100,0,0
09506668000180,0,0
06935835000110,0,0
04675359000110,0,0
04194377000180,0,0
05843406000150,1,0
06163734001220,0,0
08025120001550,0,0
09143646000100,0,0
11535975000130,1,1
13015746000110,1,1
10646847000100,1,0
02903974000100,1,0
94991411000130,0,0
06297609000150,0,0
07623461000160,0,0
03520510000340,0,0
15475295000120,1,1
03973950000190,0,0
41575036000180,1,0
10750931000160,0,0
13049073000110,0,0
11868957000170,0,0
87247995000330,0,0
04377849000130,1,0
05012052000100,0,0
15316429000160,0,0
07010594000160,0,0
05652515000270,0,0
04177714000120,0,0
01118543000170,1,0
00839279000100,0,0
00584102000100,0,0
14160793000110,0,0
14389215000150,0,0
00059448000180,0,0
11124467000160,1,0
07155077000180,1,0
11507463000160,0,0
12621717000130,1,1
13422686000150,0,0
05863925000180,0,0
36854685000180,0,0
12462234000130,1,0
03375823000190,0,0
07246021000130,0,0
10737727000100,0,0
01582009000110,1,0
02083711000100,0,0
02059254000100,0,0
49303191000150,0,0
09162817000130,0,0
07553531000150,0,0
07183852000100,0,0
13181163000160,1,1
57591349000910,0,0
02756403000190,1,0
53886222000110,1,0
15104042000140,1,1
03039289000140,0,0
16958660000110,1,1
15562839000190,1,1
00853547000130,0,0
05993885000190,0,0
12082279000260,0,0
39338561000130,0,0
15492854000100,1,0
07981064000160,1,0
11061500000150,0,0
10607945000120,0,0
35905777000180,0,0
04346338000150,0,0
04963934000180,0,0
13361474000100,0,0
03466215000190,0,0
04118265000140,0,0
09052478000130,0,0
08092890000110,0,0
07425256000190,0,0
60926706000100,0,0
54360425000130,0,0
70597711000170,0,0
67040972000180,0,0
67649483000120,0,0
39160098000180,0,0
46638326000140,0,0
93726990000120,0,0
07582181000150,0,0
46032975000100,0,0
00202010000100,0,0
00620052000160,0,0
03923688000170,0,0
83664359000190,0,0
02231082000100,0,0
03579751000100,0,0
10096686000110,0,0
04305609000120,0,0
12945133000110,0,0
12335725000110,0,0
08016217000100,0,0
15593309000100,1,1
01928305000120,1,0
07006577000150,0,0
08095672000130,1,0
97056659000100,0,0
15712909000140,1,1
10935676000120,1,0
10544001000150,0,0
13517663000120,1,1
11089468000110,0,0
14880989000180,1,1
14179102000120,1,1
14534253000150,1,1
11985455000120,1,1
10698193000150,1,0
14108707000120,1,0
09055683000230,0,0
08498698000200,0,0
08442347001500,0,0
08153592001670,0,0
15261495000180,1,1
02320810000150,0,0
08368572000210,0,0
04437913000120,0,0
55217947000140,0,0
82811761000600,0,0
05759729000160,0,0
32458481000170,0,0
64041460000140,0,0
05306895000100,0,0
10796280000140,0,0
71257125000140,0,0
15601050000100,1,1
33309220000150,0,0
02781449000160,1,0
10585124000130,1,0
04326014000150,0,0
04304608000160,0,0
60766110000190,0,0
08418018000110,0,0
15267384000180,1,1
04401328000170,1,0
07925754000100,0,0
05113024000170,1,0
11737354000130,1,1
05672182000160,0,0
11574322000160,0,0
03334663000130,0,0
10361918000110,1,0
07345335000190,1,0
01751967000410,0,0
28665651000110,1,0
14309872000140,0,0
11839047000160,1,0
04653583000100,0,0
84644764000100,0,0
12794496000100,1,0
07683585000130,0,0
14325058000110,0,0
04842520000100,0,0
14558582000130,1,1
